cus_id,comment_time,comment_star,cus_comment,kouwei,huanjing,fuwu,shopID,stars,year,month,weekday,hour,comment_len,anger,disgust,fear,sadness,joy,total_emotion_words,coverage,valence,label,dominant_emotion,unique_total_emotion_words,unique_coverage,polarity,unique_count_anger,unique_count_disgust,unique_count_fear,unique_count_sadness,unique_count_joy
瞧我这颗虎牙,2015-03-08 21:28:00,sml-str20,芝麻糊 棒棒 的 很 稠 香香的 那天 正好 正月 十四 我要 的 芝麻糊 加 汤圆 然后 就 悲剧 了 先 吃 了 一个 汤圆 觉得 怪怪的 有点 酸 接着 又 吃 第二个 吃 了 一半 还是 怪怪的 酸酸的 哎 好 吧 放弃 了 喝完 黑黑的 芝麻糊 还点 了 一份 糖 不 甩 看到 攻略 说 一定 要 去 芬芳 甜品 吃糖 不 甩 因为 太远 了 就 先 尝尝 别的 店 的 糖 不 甩 吧 不尝 不要紧 一 尝 吓一跳 然后 就 打消 了 一定 要 去 芬芳 甜品 的 想法 糖 不 甩 就是 和 汤圆 一样 的 白色 糯米 团子 只是 木有 馅儿 实心 的 白色 糯米 团子 不 喜欢 吃 完胃 里 消化 不动 了 最后 那个 汤圆 解决 了 店员 退 了 汤圆 钱 给 我 哎 好 吧,一般,好,一般,3179845,2.0,2015,3,6,21,310,0.0,0.0,0.0,0.42857142857142855,0.5714285714285714,7,1,0.14285714285714285,positive,joy,7,1,positive,0,0,0,3,4
吃香喝辣啵啵珠,2015-02-17 22:44:00,sml-str20,出品 很 一般 不 知道 为什么 有 那么 多 捧场,一般,一般,一般,3179845,2.0,2015,2,1,22,18,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
和年龄不匹配的帅气,2014-10-13 13:58:00,sml-str20,好吃 不算 贵 就是 人太多 了 吃 的 好 急促 喧闹,好,差,一般,3179845,2.0,2014,10,0,13,20,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
猪行天下666,2014-08-17 13:32:00,sml-str20,广州 很多 这钟 糖水 店 价格 很 便宜 味道 都 很 清淡 但 我 更 喜欢 许留山 那种 浓厚 的 甜品,一般,一般,一般,3179845,2.0,2014,8,6,13,38,0.0,0.0,0.0,0.0,1.0,2,1,1.0,positive,joy,2,1,positive,0,0,0,0,2
银记虾肠,2014-07-13 16:17:00,sml-str20,这里 的 传统 甜品 很差 双皮奶 奶味 不足 香味 也 不够 红豆 比较 硬 豆腐花 姜汁 香味 不错 但 都 香味 不足 难怪 很多 人 推荐 的 都 係 港式 甜 品类 例如 芒果 的 很 差,一般,一般,好,3179845,2.0,2014,7,6,16,72,0.0,0.0,0.0,0.25,0.75,4,1,0.5,positive,joy,4,1,positive,0,0,0,1,3
littelka,2014-04-02 01:20:00,sml-str10,我 可以 讲野好 难吃 吗 真的 真的 真的 好 难吃 汤圆 唔 弹牙红 豆沙 好 甜 像 罐头 的 间 店仲 一股 好 难闻 的 杓 味,差,一般,好,3179845,1.0,2014,4,2,1,48,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
宾利Bentley,2014-04-02 00:11:00,sml-str10,成间 店 一阵 怪味 好心 琴 搞 卫生 啦 我 怀疑 豆沙 是 罐头 的 汤圆 吴都 依韧望 改进,差,一般,非常好,3179845,1.0,2014,4,2,0,39,0.0,0.0,0.0,0.0,1.0,2,1,1.0,positive,joy,2,1,positive,0,0,0,0,2
粉红猪大大,2014-03-19 13:27:00,sml-str20,觉得 名 大于 实 价钱 贵 分量 不 多 芝麻糊 普通 宁愿 帮衬 不 知名 的 小店 好吃 过 这里,一般,好,一般,3179845,2.0,2014,3,2,13,37,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
吖兔兔兔,2014-02-02 12:41:00,sml-str20,昨天 一行 人去 了 明记 其实 明记 都 开 左 几年 了 但 系琴 晚 我 先 第一次 去 食 之前 有试 过系 人 地 打包 比 我果 时 就 觉得 唔 好 食琴 晚点 了 个 龟苓膏 应该 系 蜜饯 龟苓膏 吧 太 甜 了 同行 的 友人 都 表示 这里 不 好吃 不过 价格 系 文明 路算平 的 了 所以 这 就是 它 一直 没 倒闭 还 很多 人 的 原因 吧,一般,一般,一般,3179845,2.0,2014,2,6,12,214,0.0,0.0,0.0,0.2,0.8,5,1,0.6000000000000001,positive,joy,5,1,positive,0,0,0,1,4
miemieverver,2014-01-26 15:02:00,sml-str20,系 糖水 店 众多 噶文德路 一带 甘噶 水平 实在 系 一般 不过 价钱 都 算 有 良心 百花 就 真系 吃 一次 涨价 一次 明记 都 已经 维持 价钱 番薯 类 噶 糖水 好吃 点 其它 一般 拉四宝 那些 都 是 去 百花 吃 咯,一般,一般,一般,3179845,2.0,2014,1,6,15,83,0.0,0.0,0.0,0.0,1.0,2,1,1.0,positive,joy,2,1,positive,0,0,0,0,2
fujiwaranoly,2013-11-04 14:50:00,sml-str20,吃 过 两次 一次 系 绿豆沙 一次 系 椰汁 西米露 两样 都 超 难吃 椰汁 西米露 无黎闻味 绿豆沙 又 煲 得 唔 够 溶 总之 就 超 唔 好吃 唔 会 再 去,一般,一般,一般,3179845,2.0,2013,11,0,14,62,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
色食小皇子,2013-09-19 05:34:00,sml-str20,离食 过 两次 有 一次 系食 椰汁 西 米加 汤丸 有 一次 唔 记得 食 左 咩 不过 两次 都 可以 用个 差字 形容 我 就 觉得 劲难 食罗 对面 既 百花 就 经常 排晒队 距 就 哈哈,差,一般,一般,3179845,2.0,2013,9,3,5,70,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
smile723,2013-04-22 22:15:00,sml-str20,又 一间 唔 知 点解 多人 噶 甜品店 同 朋友 晚上 行过 路过 噶 时候 去试 过点 左个 凤凰 奶糊 真心 的 唔 多 好 食除 左 甜仲系 好 甜 而且 感觉 技术 唔 到 家 竟然 有 结块 的 真系 无 下次 咯,一般,一般,一般,3179845,2.0,2013,4,0,22,80,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
_MC_,2013-02-11 22:22:00,sml-str20,能 用 电子 会员卡 可以 打折 新店 环境 不错 服务员 都 是 挺 礼貌 的 最大 问题 是 出品 芝麻糊 花生 糊 都 是 冲 出来 的 货色 粉 还 没 完全 化开 最 关键 的 做 不好 怎么 让 人来 第二次,一般,好,好,3179845,2.0,2013,2,0,22,80,0.0,0.0,0.0,0.0,1.0,2,1,1.0,positive,joy,2,1,positive,0,0,0,0,2
莱莱Y,2012-12-30 15:21:00,sml-str20,比 对面 家差 太远 了 就 说 西米露 好 稀想水 一样 根本 没有 椰汁 味 便宜 是 便宜 一点 啊 大碗 也 是 大碗 一点 但 根本 不 好吃 街边 的 块 的 都 比 它 好 啊 只 吃 过次 第一次 食 花生 糊 豆腐花 觉得 还 可以 了 一試 西米露 就 知道 唔 会 有 下次 了 百花 越来越 旺 啦 要 排长队 了 好 怀恋 以前 的 她 啊 感觉 自己 的 宝贝 被 抢 了,一般,一般,一般,3179845,2.0,2012,12,6,15,209,0.25,0.0,0.0,0.0,0.75,4,1,0.5,positive,joy,4,1,positive,1,0,0,0,3
rr2good4u,2012-10-27 18:01:00,sml-str20,有 很多很多 很多 品种 选择 生意 好 总是 没有 地方 坐 喜欢 番薯 糖水 龟苓膏 所有 糖水 都 是 预先 做好 的 点 了 之后 加温 的 如果 是 冷 的 一般 贵 毛钱 不 喜欢 这里 都 是 用 一次性 碗 和 勺子 给 顾客 多么 不 环保,好,好,好,3179845,2.0,2012,10,5,18,94,0.0,0.0,0.0,0.0,1.0,3,1,1.0,positive,joy,3,1,positive,0,0,0,0,3
儍蚊囝,2014-01-15 10:48:00,sml-str20,不怎么 好吃 像 满记 那种 感觉 可惜 又 没 那么 好吃 如果 在 附近 我 当然 选择 玫瑰 都 不会 去 那里 还是 老字号 好吃 不会 去 第二次 了 而且 水果 甜品 是 那种 人工 的 味道 不是 新鲜 水果,好,好,好,3179845,2.0,2014,1,2,10,81,0.0,0.0,0.0,0.2,0.8,5,1,0.6000000000000001,positive,joy,5,1,positive,0,0,0,1,4
liuyongyi,2012-07-27 15:05:00,sml-str20,去 左 两次 味道 一次 比 一次 差 一次 比 一次 甜 而且 单买 价钱 还 不 便宜,一般,一般,一般,3179845,2.0,2012,7,4,15,32,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
奶黄包cherry,2011-10-25 20:55:00,sml-str10,超差 既 甜品店 唔 知 点解 可以 维持 落 去 本来 去 百花 点知 人 地 开会 就 过 对 面试 下 吃 咗 双皮奶 超甜 简直 唔 喺 人 吃 又 无 奶 味 吃 咗 三份 一 就 走 人世 都 唔 会 再 去 居然 有人 话 好吃 咩 口味 啊,差,一般,一般,3179845,1.0,2011,10,1,20,94,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
火星熊猫,2011-10-04 18:26:00,sml-str20,什么 叫点 完 一个 鸳鸯 糊 花生 芝麻 就 知道 味道 普通 也 就算 了 所谓 鸳鸯 糊 就是 一碗 芝麻糊 上浮 着 一小 一小块 花生 糊 花生 糊 的 范围 直径 不超 对 比起 早前 去过 吃 的 水 研社 凤凰 奶糊 天壤之别 这种 敷衍了事 的 出品 令 我 与 当时 另 一位 同行 的 朋友 不会 有 愿意 去 帮衬 第二次 的 想法,一般,一般,一般,3179845,2.0,2011,10,1,18,205,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
肥妮儿,2018-04-07 11:45:00,sml-str20,广式 甜品 了解 一下 肥 妮儿 拔草 的 农讲 所 第三家 甜品店 吃 了 两家 之后 真的 是 又 腻 又 饱 但 吃货 的 我 总是 贪心 想着 下次 来 不 一定 什么 时候 即便 再腻 再 撑 也 要 试一下 明记 在 百花 斜对面 是 一个 十字路口 来 的 就餐 面积 算 最大 的 卫生 什么 的 也 就 那样 吧 菜单 的 种类 也 挺 丰富 在 收银台 的 上当 也 是 可以 寄 几 我 居然 看 了 公众 号 的 推荐 说 是 他们 家 的 绿豆 芋头 糖水 好吃 因为 刚才 在 百花 看 对面 小哥 加 了 汤圆 也 想 试一下 就 只好 在 明记 满足 寄 几 了 绿豆 芋头 加 汤圆 绿豆 芋头 糖水 才 块钱 加 了 汤圆 块 端上来 的 时候 没 发现 勺子 一搅 块钱 居然 给加 了 个 大 汤圆 三家 吃 下来 明记 确实 是 最 便宜 的 并且 接受 微信 和 支付宝 可惜 我点 的 这款 味道 真的 太差 了 首先 非常 的 甜 是 那种 劣质 的 甜 最 不 好吃 的 是 芋头 还有 硬块 明显 冰冻 的 芋头 还有 奇怪 的 味道 和 我 大 深圳 董记 化州 糖水 的 芋头 简直 一个天 一个 地 董记 发挥 失常 的 芋头 都 比 这个 好次 唯一 能 安慰 我 的 只有 汤圆 了 虽然 这碗 是 冻品 汤圆 是 热 的 皮够 糯馅 也 多 点评 只限 当日 当餐 如果 还有 机会 去 到 农讲 所 我 还是 愿意 再试一下 其他 甜品 的 对 吃货 就是 这么 不怕死,一般,好,好,3179845,2.0,2018,4,5,11,483,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.75,12,1,0.5,positive,joy,12,1,positive,1,1,0,1,9
琉森湖的大白,2017-09-11 16:15:00,sml-str20,点 了 元 的 杨枝 金露 芒果 冰 旁边 的 芒果 挺好吃 的 但是 这 雪花 冰是 我 吃 过 最 难吃 的 雪花 冰甜到 发腻 芒果 冰好 扎 环境 挺差 的 桌子 油腻腻 的 服务态度 也 一般般 基本上 属于 爱理不理 先 给钱 后 上菜 的 形式 用 支付宝 要 自己 扫码 而且 店 里面 没有,一般,一般,一般,3179845,2.0,2017,9,0,16,182,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
美食1516,2014-05-13 01:06:00,sml-str10,双皮奶 吴够 上下 九 的 南信 的 好 芒果 糯米 糍 无闻 无味 认真 差 有悖于 广州 美食 之称 一次 足够,一般,很好,好,3179845,1.0,2014,5,1,1,42,0.0,0.0,0.0,0.0,1.0,3,1,1.0,positive,joy,3,1,positive,0,0,0,0,3
海綿_B仔,2013-10-28 21:40:00,sml-str20,去 過食 芒果 嘅 產 品 一般般 主要 太甜 啦 味道 一般般 唔 喺 太 好 食 芒果 唔 喺 好 新 鮮 糖 漿 落得 太多 啦,一般,一般,一般,3179845,2.0,2013,10,0,21,46,0.0,0.0,0.0,0.0,1.0,2,1,1.0,positive,joy,2,1,positive,0,0,0,0,2
嗳卟箪荇,2013-06-18 23:58:00,sml-str10,以后 绝对 吾 会 再 去 明记 甜品 冻 伽 果糖 水 放到 变 酸味 仲要 拿 出来 卖真系 无病 都 食出 病来,差,一般,一般,3179845,1.0,2013,6,1,23,40,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
成b,2013-04-04 22:43:00,sml-str10,雪花 冰 的 糖精 味 超重 太甜 其他 也 不敢 试 了 而且 服务员 都 很 散慢 试左成 条街 甜品 五代 同糖 甜品 最正距 得 雪花 冰纯 芒果 制作 好 浓 芒果 味 以后 唔 来 吃 啦,一般,好,差,3179845,1.0,2013,4,3,22,73,0.0,0.0,0.0,0.0,1.0,3,1,1.0,positive,joy,3,1,positive,0,0,0,0,3
KK吃通街,2010-11-03 14:01:00,sml-str20,本黎 都 几 中意 呢 间 野食 尤其 系 芝麻糊 但系 早上 出品 迟 以至 经常 将 隔夜 变 了 味 的 都 客人 我 就 试过 几次 了 印象分 大减,好,一般,差,3179845,2.0,2010,11,2,14,59,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
智齿遇上乳齿,2018-06-29 21:38:00,sml-str20,公司 的 下午 茶食 得 太饱 夜晚 唔 想 食太多 落班 逛 左 一下 万国 搜左下 附近 发现 有 双良记 于是 就 谂 住 过去 食下 小食 就算 混酱 猪肠 粉 辣酱 太 多 掩盖 了 花生酱 的 味道 建议 把 辣酱 换成 海鲜 酱 花生酱 落多 如果 落点 芝麻 就 更 香 更好 了 原生态 薄荷 青柠 很 清新 很 薄荷 的 味道 很 好 芒果 绵绵 冰 正常 啦 不过 不失,一般,一般,一般,2447053,2.0,2018,6,4,21,211,0.0,0.0,0.0,0.25,0.75,4,1,0.5,positive,joy,4,1,positive,0,0,0,1,3
Tomson龙,2018-02-28 17:43:00,sml-str20,环境 环境 非常 差 桌面 都 是 脏脏 的 地面 很脏 很 滑 服务 非常 一般 心情 不好 就 不要 去 了 出品 真的 非常 难吃 说 说真的 真 没有 吃 过 那么 难吃 的 甜品 真 不 明白 这样 的 出品 在 广州 怎能 生存 两星 给 多 了 向 芬芳 甜品 哪些 学习 一下 吧,一般,一般,一般,2447053,2.0,2018,2,2,17,186,0.0,0.0,0.0,0.0,1.0,2,1,1.0,positive,joy,2,1,positive,0,0,0,0,2
一隻豬蹄,2017-12-10 15:06:00,sml-str10,第一次 吃 双良记 位于 万国 广场 斜对面 看到 这家 店有 小吃 面饭 还有 甜品 故 过来 试一试 店员 态度 都 挺 好 的 但是 出品 不 咋 滴 甜品 太甜 多士 太腻 好似 是 茶餐厅 正常 水平 但是 依然 很 难吃 不会 有 下次 一星 给 店员 的,一般,一般,一般,2447053,1.0,2017,12,6,15,161,0.0,0.0,0.0,0.0,1.0,3,1,1.0,positive,joy,3,1,positive,0,0,0,0,3
华仔_440096,2017-12-07 03:53:00,sml-str20,简单 了 点 有些 不 值得 跑 过去 吃饭 西,一般,一般,一般,2447053,2.0,2017,12,3,3,16,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
THHHUI,2017-10-29 18:58:00,sml-str20,逛 完 万国 唔 知去 边度 吃饭 睇 到 大众 点评 这家 店 性价比 不错 位置 也 不远 就 走 过去 试下 环境 店里 不 大 环境 算 干净 整洁 出品 大概 点半到 点 第一次 点 的 鸡腿 没 了 换 了 白切 鸡 又 没有 最后 只能 选择 叉烧 拼 油鸡 叉烧 拼 油鸡 性价比 算 可以 不过 不失 到 时 没有 想 再 点 的 冲动 黑椒 鸡 扒 饭 没什么 特别 每家店 都 差不多 加 了 两块 要 红豆冰 有点 失望 后来 团购 了 的 甜品 两样 东西 椰奶 香芒 西米露 冻 的 感觉 好稀 芒果 挺多 金莎 汤圆 花生 汤圆 外面 加 了 麦片 过甜 了 本来 一路 下来 都 觉得 性价比 不错 的 可是 在 吃 甜品 的 时候 都 分别 发现 了 不 卫生 的 情况 汤圆 的 叉子 粘 了 头发 而 叉子 也 碰到 了 食物 西米露 里面 吃 出 了 鱼鳞 这些 情况 和 店 反映 了 也 没有 帮 我们 换 过 难道 是 经常出现 吗 所以 大家 都 那么 淡定 了 建议 老板 多 注意 食品 的 卫生 餐饮 最 基本 的 食物 安全 都 做 不好 怎么 能 做好 其他 事,一般,一般,一般,2447053,2.0,2017,10,6,18,435,0.16666666666666666,0.0,0.0,0.16666666666666666,0.6666666666666666,6,1,0.3333333333333333,positive,joy,6,1,positive,1,0,0,1,4
HJH0723,2017-10-28 14:20:00,sml-str20,环境 门店 不大一 进门 就是 收银台 环境 挺 光亮 的 服务 一般般 出品 黑椒 鸡 扒 饭 荷包蛋 冰鲜鸡 鸡皮 比较 肥 青菜 比 其他 茶餐厅 的 要 多 叉烧 拼 油鸡 饭 要求 要 瘦 叉 烧鸡 比较 嫩 滑 有 半只 咸蛋 红豆冰 套餐 好似 加蚊 就 有 的 不过 个人 觉得 太甜 不 好喝 例汤 随餐 配送 的 椰奶 西米 香芒 选择 了 要 冷 的 但是 不太 好吃 朋友 还 吃 到 了 鱼鳞 真是 醉 了 金莎 小丸子 花生 汤圆 表面 裹 了 一层 麦片 碎 挺好吃 的 但是 碟子 上 有 一条 头发 叫 服务员 过来 直接 就 把 头发 抽走 完全 没有 要换 一碟 给 我们 的 意思 简直 是 无语 了 建议 店家 要 注重 厨房 卫生 食物 与 干净 都 是 客人 的 首要 选择 平时 都 是 抱 着 眼不见为净 的 态度 但是 这次 用餐 中 就 已经 发现 两次 不 干净 的 情况 店家 可 真的 要 注意 了,一般,一般,一般,2447053,2.0,2017,10,5,14,381,0.0,0.2,0.0,0.0,0.8,5,1,0.6000000000000001,positive,joy,5,1,positive,0,1,0,0,4
天氣亂報,2017-08-01 12:54:00,sml-str20,点 几 嚟 到 仲系 咁 多 人 买 咗 个 团购 有 金沙 小丸子 同 芒果 西米露 金沙 小丸子 就 好似 以前 我 哋 放学 时候 门口 隔离 卖 嘅 糯米 糍 一样 芒果 西米露 得 芒果 有味成 碗 嘢 都 系淡 的 不过 啲 西米 再 要 多个 咖喱鸡 饭 虽然 米饭 麻麻 有 啲 烂 但 咖喱 汁 都 算 可以 呢 个 价格 俾 呢 仲 分量 嘅 鸡肉 你算系 咁 啦 其实 讲到 双良记 我 都 系 钟意 食 佢 嘅 大 杯 菠萝 冰咯 但系 原来 跟 饭加 两 蚊个 杯 并 唔 系 我 想要 嘅 个 杯,一般,一般,好,2447053,2.0,2017,8,1,12,252,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
kidsstar,2017-07-22 20:16:00,sml-str20,凌晨 路过 看到 双良记 没 关门 突然 想 吃 甜品 就 过来 了 点 了 一份 芒果 捞 河粉 等 了 很 久 才 到 竟然 没货 从 前进 路 那边 调货 过来 店员 徒手 拿 起 那些 河粉切 徒手 切 芒果 全程无 用 手套 双丸 面加 红豆冰 这个 还 可以 有点 紫菜 在 里面 吃 完面 那个 芒果 捞河 还 没上 海洋公园 绵绵 冰 上面 是 罐头 荔枝 那股 味道 我 觉得 超 难闻 得 绵绵 冰吃 下去 有点 粉 的 感觉 味道不好 伴着 表面 的 椰浆 勉强 吃 了 点 黄色 的 芋 圆 好像 没 煮熟 的 感觉 咬了一口 好像 还是 粉 的 感觉 非常 难吃 的 一顿 宵夜 但是 这店 的 外卖 生意 挺 好 的,一般,好,好,2447053,2.0,2017,7,5,20,293,0.0,0.0,0.0,0.0,1.0,4,1,1.0,positive,joy,4,1,positive,0,0,0,0,4
Carolyn_Z,2017-05-23 17:56:00,sml-str20,点 左个 鸡 翼面 套餐 个面 无闻 无味 个 红豆冰 饮到 一半 就 有 肚痛 真心 无有 下次 了 而且 完全 无 冷气 可言,好,好,非常好,2447053,2.0,2017,5,1,17,47,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
尐鐁,2016-12-10 14:30:00,sml-str20,出品 芒果 很酸 可能 不是 季节 吧 丸子 太甜 一直 闻 说 出品 挺 好 的 可是 这 两个 甜品 都 令 我 有点 失望 位置 位置 挺 好找 的 前进 路九记 旁边 马路上 很多 台凳 坐 着 的 看 有 有 很多 新品 下次 可以 来 试试 希望 下次 吃 到 不 一样 的 感觉,一般,一般,一般,2447053,2.0,2016,12,5,14,169,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,6,1,0.6666666666666667,positive,joy,6,1,positive,0,0,0,1,5
杜洁瑜,2016-09-07 16:02:00,sml-str20,晚上 吃完饭 同 妈咪 从 万寿路 漫步 来到 这里 吃 甜品 走进 铺头 的 第一 感觉 就是 热 虽然 有开 空调 但 显示 的 温度 是度 有 开 等于 无开 一样 我 自己 本身 比较 喜欢 吃 芒果 所以 我 和 妈咪 点 了 两个 芒果 甜品 感觉 芒果 跟 西米露 不 夹 口感 是 分开 的 总体 给 我 的 感觉 不太 理想,一般,一般,一般,2447053,2.0,2016,9,2,16,185,0.0,0.0,0.0,0.0,1.0,3,1,1.0,positive,joy,3,1,positive,0,0,0,0,3
玄火十音,2016-09-06 00:33:00,sml-str20,和 成班 老表 喺 江南西 食完 饭后 表姐 要求 食 甜品 望望 个钟 都 十点 半 表妹 提议 去 佢 屋企 楼下 双良记 因为 开 到 地方 好易 搵 就 系 前进 路 从 基 立下 道 万国 的 路口 转 左 或者 江南 大道 转入 前进 路 米左右 店面 很小 只能 坐 街边 环境 一般 不过 人头 涌涌 去 到 只 剩 一张 桌子 要 了 两碗 椰汁 西米露 一碗 红豆 双皮奶 和 一个 团购 的 超 白金 套餐 好像 很 有 气势 上 甜品 的 速度 很快 先赞 一个 可是 椰汁 西米露 难道 最近 椰奶 很 贵 视觉 上 完全 感受 不到 放 了 椰奶 味道 寡淡 最 多 只能 算 西米露 白糖 水超 白金 西米 垫底 中间 是 冰沙 再 上 一层 是 白色 物体 尽管 店家 说 是 椰奶 但 还是 没有 一点 椰子 味 或者 奶味 最 上面 是 没有 味道 的 芒果 反而 是 套餐 配 的 千岛 酱 杂果 三明治 有点 惊喜 就 生意 而言 实在 不错 可能 是 我 个人 选择 上 的 问题 下次 试试 朋友 推荐 的 冰 杨枝 甘露 和 奶茶 吧,一般,一般,一般,2447053,2.0,2016,9,1,0,430,0.0,0.0,0.0,0.0,1.0,7,1,1.0,positive,joy,7,1,positive,0,0,0,0,7
贵丝_6012,2016-08-21 19:20:00,sml-str10,好 傷心 已經 沒 有 了 以前 懷念 的 味道 特意 回來 廣州來 吃 榴蓮飄香 竟然 半個 榴 槤 都 沒 有 全是 西米露 實在 是 太 傷心 啦 想念 以前 的 味道,差,很好,很好,2447053,1.0,2016,8,6,19,64,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,3,1,0.3333333333333333,positive,joy,3,1,positive,0,1,0,0,2
Puppy_5542,2016-08-04 23:14:00,sml-str20,好久没 吃饭 后 友人 说 想 吃 甜品 就近 去 了 这家 结果 友人 无比 怀念 芬芳 只 因 这家 口感 真 不知 怎么 滴 变得 超级 无敌 甜 我 吃 了 两口 都 实在 顶 不顺 友人 叫 了 杯 开水 才 把 剩下 的 吃 完 怎么 几年 前 没 觉得 这么 难吃 呢 难道 是 我 口味 变 了,一般,一般,好,2447053,2.0,2016,8,3,23,166,0.0,0.0,0.0,0.0,1.0,7,1,1.0,positive,joy,7,1,positive,0,0,0,0,7
Dorenmay,2016-07-16 22:57:00,sml-str20,只想 说 现在 双良记 真的 越来越 差 了 以前 一直 都 很 喜欢 的 无论 甜品 和 小吃 都 会 特意 去 吃 的 但是 现在 味道 不及 以前 而且 服务 真心 差 了 很多 点 了 一个 杨枝 甘露 绵绵 冰 其实 只是 一个 芒果 绵绵 冰 然后 问 服务员 服务员 只 说 了 一句 是 只有 芒果 啊 你 要 吃 杨枝 甘露 为什么 点餐 的 时候 不问 啊 真心 无语 了 是 要 赶客 的 意思 吧,一般,好,差,2447053,2.0,2016,7,5,22,209,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,3,1,0.3333333333333333,positive,joy,3,1,positive,0,1,0,0,2
海绵包包的世界,2016-07-09 14:20:00,sml-str10,老细 你 其实 应该 好 重视 一下 吃货 们 噶 评价 大大 话 话 我 都 住系 海珠区 都 十多 二十年 你 地店 又 当初 用料 正统 货真价实 做到 依家 出名 之后 偷工减料 得过且过 马马虎虎 你 要 知道 大家 都 系为 哩个 味道 而 过来 如果 哩个 味道 都 保持 唔 到 我 可以 慢慢 就 会 淡出 大家 的 视线 如果 仲 有人 觉得 话 好吃 噶话 我 相信 你 一系 未 吃 过 几年 前 的 出品 一系 你 未 真正 吃 过 其他 好吃 噶店 而且 最 主要 依家 唔 便宜 中意 出品 强差 人意,差,差,差,2447053,1.0,2016,7,5,14,249,0.0,0.0,0.0,0.0,1.0,4,1,1.0,positive,joy,4,1,positive,0,0,0,0,4
卡布奇诺_8986,2016-04-03 14:26:00,sml-str20,以前 专做 甜品 旺到 不得了 现在 很久没 来 装修 很 旧 出品 也 求 其 份量 也 小 很少 试 这里 的 饭食 尝试 双拼 烧肉 得 旧 不过 也 挺脆 几 好吃 手 撕 鸡得件 叫 服务员 加点 姜葱 说 加收 蚊发 钱 寒 下次 都 唔 黎 价格 贵 分量 少,一般,差,差,2447053,2.0,2016,4,6,14,168,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,3,1,0.3333333333333333,positive,joy,3,1,positive,1,0,0,0,2
edmond33,2016-01-28 01:51:00,sml-str20,做 甜品 咪 好 地 地 咯 搞 咩 鬼 送 飯者 頂 你 送個 午飯 分鐘 搞 咩 搞 甘耐 阿 送到 過來 又 凍 喔 中要 自己 番 叮豬 排飯豬 排比 較 老個 汁 又 少配 繙 小小 蔬菜 得 唔 得 飯 又 煮 到 生曬骨 甘真 係 背脊骨 落咯個 菠蘿包 酥皮 又 甩頭 甩 骨 搞 什 麽 鬼 有待 改善 阿,一般,一般,一般,2447053,2.0,2016,1,3,1,195,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
MissanNg,2016-01-06 15:24:00,sml-str20,平時 經過 都 會 見 到 好多 人幫 襯 但 就 未 去 食過 今次 係 同 朋友 食 完飯 去 食個 甜品 坐下 傾下 計甘 啱 佢 之前 黎食 過話 味道 都 可以 所以 就 黎試 下 喇店 內 比 較細 所以 我地 選擇 咗 街邊 位點 咗 兩杯 芒果 類飲品 同 一份 芒果 綿綿冰 味道 同 份量 性價 比講 都 可以 不過 綿綿冰 唔 夠細 有 時 都 會 食飯細 冰粒 芒果 肉 唔 夠甜 有 酸,一般,一般,一般,2447053,2.0,2016,1,2,15,207,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
